Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	TPA_HF.pEF_U10.1	TPA_HF.pEF_U10.2	TPA_HF.pEF_U11.1	TPA_HF.pEF_U11.2	TPA_HF.pEF_U16.1	TPA_HF.pEF_U16.2	TPA_HF.pEF_U2.1	TPA_HF.pEF_U2.2	TPA_HF.pEF_U24.1	TPA_HF.pEF_U24.2	TPA_HF.pEF_U4.1	TPA_HF.pEF_U4.2	TPA_HF.pEF_U5.1	TPA_HF.pEF_U5.2	TPA_HF.pEF_U8.1	TPA_HF.pEF_U8.2	TPA_HF.pEF_U9.1	TPA_HF.pEF_U9.2	TPA_HF.rEF_U30.1	TPA_HF.rEF_U30.2	TPA_HF.rEF_U34.1	TPA_HF.rEF_U34.2	TPA_HF.rEF_U37.1	TPA_HF.rEF_U37.2	TPA_HF.rEF_U39.1	TPA_HF.rEF_U39.2	TPA_HF.rEF_U42.1	TPA_HF.rEF_U42.2	TPA_HF.rEF_U46.1	TPA_HF.rEF_U46.2	TPA_HF.rEF_U48.1	TPA_HF.rEF_U48.2	TPA_HF.rEF_U53.1	TPA_HF.rEF_U53.2	TPA_Ctrl_U57.1	TPA_Ctrl_U57.2	TPA_Ctrl_U59.1	TPA_Ctrl_U59.2	TPA_Ctrl_U60.1	TPA_Ctrl_U60.2	TPA_Ctrl_U62.1	TPA_Ctrl_U62.2	TPA_Ctrl_U64.1	TPA_Ctrl_U64.2	TPA_Ctrl_U65.1	TPA_Ctrl_U65.2	TPA_Ctrl_U66.1	TPA_Ctrl_U66.2	TPA_Ctrl_U67.1	TPA_Ctrl_U67.2	TPA_Ctrl_U68.1	TPA_Ctrl_U68.2	TPA_Ctrl_U71.1	TPA_Ctrl_U71.2
O94919	O94919	14	14	14	Endonuclease domain-containing 1 protein	ENDOD1	24.66222634	25.21467132	8.671973648	7.987290237	23.99958823	23.25275878	38.86722096	42.36613546	17.28182928	16.54463683	35.11543196	55.12464526	57.02298115	53.94178165	5.944870199	3.490010472	24.02810467	28.90408173	63.98226612	51.76439952	49.68551356	60.42434692	32.08640539	34.36159081	40.63722277	25.57207593	19.36137896	25.80004431	2.400184482	1.20719342	20.38099075	19.90997627	23.03118506	23.25341438	20.20451298	42.40077452	13.26587508	39.22919945	26.03598192	11.60800262	29.35119779	25.93021942	2.517042981	2.318797366	22.13231423	31.47100063	28.25875896	28.20110819	24.05347863	5.717010737	19.40744495	19.16276822	27.14982873	21.49993792
"O43451;A0A0J9YVZ3;O43451-1;A0A0J9YX77;Q2M2H8;E7EW87;E9PEQ5"	"O43451;A0A0J9YVZ3;O43451-1;A0A0J9YX77"	"51;43;41;33;3;2;1"	"51;43;41;33;3;2;1"	"50;42;40;32;2;2;1"	"Maltase-glucoamylase, intestinal;Maltase;Glucoamylase"	MGAM	9.158188255	11.11009268	4.75332232	5.534981708	1.15351572	0.799395408	3.865810996	4.262730403	2.592906014	2.895767956	2.976245624	4.507020675	3.371468075	2.778754296	16.82368698	18.92337464	8.193922018	9.952223656	2.622901776	1.989238392	6.418026193	7.499754263	6.030398828	6.309200543	16.83969796	9.633303747	4.331079304	5.234823235	5.657182108	4.940003641	5.191643187	5.631478124	4.022770313	4.390291638	4.719014546	9.080008539	4.74447556	14.63653035	13.38122747	7.507682187	5.569144477	5.951114614	0.383839545	0.555985323	2.909543619	3.831882961	5.00113023	5.791830108	5.198469662	0.695954489	3.037981735	3.281599564	1.828515097	1.51372902
"P02765;C9JV77"	"P02765;C9JV77"	"13;12"	"13;12"	"11;11"	"Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B"	AHSG	23.34334742	30.04179937	17.26306611	17.65671117	53.71116966	51.21924217	196.2888961	173.6136554	42.34948825	41.3540523	115.3665224	181.6589776	134.5222976	136.9308981	24.03954063	25.75779189	37.51054889	43.82580373	84.23515582	69.88595061	105.431185	115.981262	30.25264568	34.78491393	100.6007242	112.1783864	15.84113645	17.24745592	6.13978432	6.259308997	21.34460375	20.24844091	15.24487222	14.93540124	31.96440567	44.80884985	32.12458114	96.06201642	75.46686547	41.70249139	154.2295883	164.312067	48.79388301	74.62434949	41.01984717	50.06822593	94.61743754	81.03748383	128.3914619	52.68043639	34.48844408	34.82530966	64.55186171	53.70465902
"P04083;Q5T3N1;Q5T3N0"	P04083	"28;13;9"	"28;13;9"	"28;13;9"	Annexin A1	ANXA1	64.36203368	76.04440295	473.7993998	468.8066344	14.66782303	12.44451107	29.27923618	29.6155395	4.917919389	2.340056932	10.54989969	15.66387848	1.561115506	1.25237168	6.080346364	5.573131358	94.74709755	100.0917154	58.30662505	42.45465935	10.97597203	13.62483811	78.82168038	83.81013908	2.818953411	1.247160909	360.840567	401.2809175	164.8460612	164.4699285	24.21511029	27.69439283	343.9057332	324.8412289	3.201122455	6.227368984	5.855070757	14.29700837	155.4656911	125.2060577	121.4407662	112.318739	2.46190977	8.333679923	120.1321282	149.437725	85.45720871	87.97750029	288.701482	180.8573268	44.3399287	47.51821195	51.64488283	46.71822652
"P12109;A0A087X0S5;A0A804HJ28"	"P12109;A0A087X0S5"	"29;17;13"	"29;17;13"	"29;17;13"	Collagen alpha-1(VI) chain	COL6A1	10.9197651	12.08851079	3.790192937	3.566191266	3.610413283	3.090078225	20.70464152	20.67016798	20.99803655	20.09674549	7.91227123	10.49567543	7.218645685	7.310225033	29.82776927	29.25964863	5.010173575	6.784585192	19.29762781	15.86016266	24.32617501	26.58923942	17.04917276	18.63873741	33.99734423	25.12963315	12.91972904	13.82264762	24.75269004	22.00743092	25.07351501	22.46486979	12.8311326	11.53205686	15.37275357	25.64377766	4.97406293	9.448709658	61.29471488	39.63216417	9.236133094	10.27407731	2.18608103	3.057616225	29.92063441	39.55262137	10.37047071	13.651213	30.77567277	10.98336619	7.525114315	9.109904439	14.85606038	12.51695379
"P01011;G3V595;G3V3A0;P01011-2;A0A087WY93;P01011-3"	"P01011;G3V595"	"23;14;11;10;1;1"	"23;14;11;10;1;1"	"23;14;11;10;1;1"	"Alpha-1-antichymotrypsin;Alpha-1-antichymotrypsin His-Pro-less"	SERPINA3	23.62526739	26.98893094	15.28387232	16.73944447	119.5930746	119.3509361	146.4686096	138.8864966	38.53162253	36.96796679	106.8978457	161.478375	30.93704254	34.46274133	30.9537664	27.6319533	21.56912941	24.12428583	40.2622789	37.78253106	40.48903114	45.89426095	32.20798865	33.45361213	88.75817028	69.0909761	17.31573415	18.2975438	13.29079325	10.2945286	43.74450478	40.75004934	15.92289547	15.79832376	44.21850851	63.35628633	50.54916739	88.51279876	69.59292576	39.50221999	23.08914204	26.86029701	42.58681796	65.10178838	31.53501261	35.82464999	56.28711099	49.74090558	72.93407079	29.11521331	42.96366719	44.24805584	26.041362	22.20800603
"A0A8Q3WK65;D6RBV2;Q12907;D6RIU4;D6RDX1;D6RBH1"	"A0A8Q3WK65;D6RBV2;Q12907;D6RIU4;D6RDX1"	"17;17;17;13;13;6"	"17;17;17;13;13;6"	"17;17;17;13;13;6"	Vesicular integral-membrane protein VIP36	LMAN2	63.57559551	67.78543791	20.42709123	22.87961439	73.32112974	67.72266269	185.8927291	171.3951595	115.2598242	118.3064414	136.8412535	183.8067332	79.8160534	67.44703105	38.73109792	35.02498553	8.655361491	8.233186613	92.96555422	70.71020663	101.6108567	111.5327857	85.41324702	92.15453492	226.8778098	151.21144	73.46473162	83.73892905	42.80499295	44.93300235	80.07496763	88.12949464	69.30521611	70.36072324	55.54882774	71.50860165	26.52440739	71.22100314	131.7978318	84.59530487	42.26259387	33.61646339	17.62299814	23.06175774	86.40815769	104.4735551	94.45940766	84.2631049	84.89493379	54.74429397	75.33969784	73.65405546	66.77798875	57.59445905
O75594	O75594	7	7	7	Peptidoglycan recognition protein 1	PGLYRP1	49.60144614	54.62320769	23.245767	23.58156915	138.8111318	126.6464617	306.7240931	325.8278311	74.52096805	72.22308779	141.4917027	226.2260861	86.8641488	109.5349201	82.82323667	80.31179845	17.14823362	18.59366232	115.6912562	93.67484768	222.5853949	235.1647581	118.497169	122.3434533	147.6123225	177.0392363	90.43014492	99.41482298	102.0266229	104.9076191	195.8271964	191.0008802	82.49503864	81.64226321	74.06019025	141.5659487	29.99182261	54.30362872	43.07903255	104.4589093	53.41852428	46.04333664	31.76373651	44.87949043	198.4921216	233.0990984	145.610904	128.4206658	119.4878199	93.92659838	51.8901319	58.19074526	367.4574931	304.424427
"P18065;C9JMY1;C9JW52"	P18065	"12;4;1"	"12;4;1"	"12;4;1"	Insulin-like growth factor-binding protein 2	IGFBP2	15.2057655	18.92468831	3.194954447	0.496675554	2.922406239	4.502009927	24.00592483	25.97514742	5.476719984	5.319175755	13.85042778	20.45297725	19.17589487	21.33564159	31.64774787	32.34466256	10.50431237	10.99575829	28.24522547	24.47300627	29.6750715	31.0214729	24.08989064	26.7649861	20.67533888	13.35195118	16.83887337	19.77080663	22.25512267	22.14156956	13.06696124	13.3462022	16.79263342	17.38408721	8.263363714	12.83619155	2.159286607	4.34682265	22.21978362	24.38326876	2.233560231	2.477709601	2.303404797	1.937809646	33.12339853	32.86327591	5.411047956	7.088093138	25.9064595	5.962645304	3.37455932	1.96831357	14.10217926	8.79100964
"P04406;P04406-2;E7EUT5;O14556"	"P04406;P04406-2;E7EUT5"	"13;12;10;1"	"13;12;10;1"	"13;12;10;1"	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	23.95623107	26.03091509	50.10320705	50.29830077	5.474897791	3.895171836	8.510614303	9.05992801	12.1759773	11.62343111	5.240814122	9.599604241	15.60687123	14.05675763	30.34948091	31.68494696	7.496488079	8.219154163	23.16208439	19.67246391	13.16916396	14.64127746	30.43371892	32.04347013	12.71544611	5.845098978	21.81334299	22.65045391	17.28845703	17.55981379	17.83513744	16.85038746	21.63744465	21.73227053	14.5733506	23.23990406	3.713177903	13.46949158	53.98471042	27.21546485	15.13102165	18.8402052	13.11017052	21.96948108	18.98207994	22.92267794	28.84835361	24.68546226	58.77057119	10.58124282	27.21236737	28.0341347	39.25383573	32.49333431
Q9HCU0	Q9HCU0	14	14	14	Endosialin	CD248	21.49735729	25.74918809	4.738624546	6.048927189	8.812931962	7.560458002	36.8541542	35.95379776	14.81236454	18.35056825	13.00329833	19.00920452	11.53528321	13.23038353	22.01686358	22.48804233	11.15520092	12.84589439	31.05073097	25.53484462	50.53472509	53.2921362	20.91077168	22.29827192	30.37979033	28.07175779	22.78645235	30.47790103	14.09691031	14.00733204	19.77515673	22.51566113	25.58842845	27.02776689	43.11431134	65.23214077	9.841016352	14.76444172	50.23381415	58.28313781	21.41882087	20.8773424	1.586701639	1.173900085	26.19313302	31.67436327	28.8354677	28.92593632	32.08488115	9.537283597	15.8446973	14.26793417	24.45153528	18.84281919
P02790	P02790	26	26	26	Hemopexin	HPX	48.28617734	56.76514194	27.24848894	26.25044928	68.27159672	63.753466	122.6869186	121.6591811	31.68593864	30.67580301	103.5372041	155.2453374	86.31524339	97.36507607	61.83698305	50.88538495	67.23599297	76.37911661	67.62726644	57.84043264	69.9850414	71.36780721	40.88726075	42.89986499	119.5416234	114.6850021	43.75479076	50.25350534	27.71620199	27.32340968	37.26318348	37.46484494	42.41720541	43.24569303	30.21358747	52.92909894	61.98683013	135.293116	166.7656112	89.49290376	67.8734716	66.26591381	89.85421332	126.4951366	48.85806249	57.00102746	47.82531973	41.80123668	116.6782664	49.83952447	50.84163032	53.46495299	32.83891358	33.16559925
"D6RF35;P02774;P02774-3;P02774-2;D6RBJ7;D6RF20"	"D6RF35;P02774;P02774-3;P02774-2;D6RBJ7"	"30;30;30;24;21;6"	"30;30;30;24;21;6"	"25;25;25;20;17;5"	Vitamin D-binding protein	GC	39.92716442	46.8874167	16.57186638	19.01578384	51.81674206	47.29965011	69.85350495	63.9625712	16.40287119	16.53308216	14.73686673	26.84150687	23.00258891	34.00979479	59.33045449	61.81651168	97.85195023	115.6280894	35.61834346	31.5206213	33.31002585	33.71804772	29.01597789	29.00520576	93.2574791	102.1158123	23.4566243	25.19691082	19.16059657	16.72464539	14.83555983	20.09983648	20.34826407	23.84417868	23.54443587	32.58374387	98.231081	172.7147871	49.53870379	64.76657865	32.43723361	41.60363429	53.01316414	76.36115409	49.08962682	61.163157	26.74694719	26.97805735	94.65367117	39.35954326	13.44658429	13.67216842	29.87637064	18.62164063
P01034	P01034	8	8	8	Cystatin-C	CST3	42.72544846	51.05341047	14.65338055	14.44748396	20.78893279	19.12972218	85.66311352	92.31864773	30.68230203	31.81738083	44.79826743	66.81106485	87.74972079	95.03739745	112.3449672	110.8691016	23.49968577	27.26250562	56.94526278	56.0844652	84.78799959	92.83564803	70.71352579	74.97658323	107.1949701	86.89217043	59.1845371	68.4174929	74.57276075	80.33056008	47.56734914	48.04679501	55.3353684	53.80330889	7.002201175	44.28733167	15.96090522	41.04638484	37.40268306	129.17929	32.91299323	36.7557894	35.7801015	128.6103244	120.8000813	160.9608398	62.84291935	70.2484838	23.91261628	36.96840904	26.35471152	35.77712723	65.92400979	50.44917735
"P10643;A0A8Q3SIM0;A0A8Q3WL76"	"P10643;A0A8Q3SIM0"	"15;12;1"	"15;12;1"	"14;11;1"	Complement component C7	C7	8.635536631	9.35364556	1.400843751	1.501994815	3.215077803	3.104204782	11.92747252	11.59855338	5.617844262	5.177638184	6.391863791	9.385575804	14.71836123	14.25863323	6.579170112	10.31198928	10.87414213	12.66504082	9.98599559	9.365628963	7.823058428	7.865418146	6.821454713	8.790293755	15.52071877	9.608521874	9.214959289	11.90683147	0.436257079	1.455147221	4.321270718	3.740195568	10.16586851	9.789477076	5.392530354	8.515536732	1.343605872	3.388739019	7.580922772	4.526748072	2.601276889	2.7634379	0.815810859	1.960818743	8.645622047	10.39204604	3.188466872	3.440778004	8.580420128	3.218644796	2.611459221	2.019782156	6.759274309	5.124864337
"A0A7I2V2R5;A0A7I2V2X8;P27487;A0A7I2V5R8;A0A7I2V2I2;A0A7I2V3F5;F8WBB6;F8WE17"	"A0A7I2V2R5;A0A7I2V2X8;P27487;A0A7I2V5R8"	"21;21;21;17;4;1;1;1"	"21;21;21;17;4;1;1;1"	"21;21;21;17;4;1;1;1"	"Dipeptidyl peptidase 4;Dipeptidyl peptidase 4 membrane form;Dipeptidyl peptidase 4 soluble form"	DPP4	7.727152595	9.082395511	10.21379893	8.923443138	2.538845412	3.673644025	6.451817087	5.138922092	8.590043313	9.646470098	4.856589901	13.4647571	5.405187478	10.34975119	16.06424487	15.6827104	10.90521144	13.08478814	6.485380443	4.684335939	14.5639648	15.87836233	9.583606496	10.61261206	13.54992274	13.30489471	6.022508245	6.608956083	3.391090741	4.760691275	11.83982384	11.015528	5.206712135	5.292207649	7.237980551	9.671690789	4.629298195	8.881152424	14.51533663	17.67534318	5.273742282	4.804382903	6.289828373	10.38411353	5.838508556	7.464694922	8.67806805	11.39621955	14.90302488	3.832436453	10.03246005	8.000704242	13.01741613	10.65091436
"G3XAM2;E7ETH0;P05156;A0A2R8Y3M9;D6R9Z8"	"G3XAM2;E7ETH0;P05156;A0A2R8Y3M9"	"17;17;17;15;7"	"17;17;17;15;7"	"15;15;15;13;6"	"Complement factor I;Complement factor I heavy chain;Complement factor I light chain"	CFI	7.949701821	13.3978954	4.254266116	3.205365006	4.782281096	4.318839799	19.46198626	18.32568501	8.589206204	8.243744199	4.640539026	9.221171882	19.64048537	19.65105884	23.32634712	23.47750329	15.8209351	18.69696253	13.47898121	12.28347086	16.43245961	21.52867914	10.79660507	12.52802543	16.62396458	12.32848256	14.74769275	16.91767634	7.201535412	6.790586875	11.61501393	11.55941157	15.3600518	14.92655761	8.516181538	13.7997026	2.297245327	6.030585468	33.06685666	27.02136371	6.143716725	5.944098311	2.224770467	3.210125217	16.72414305	20.6038669	8.408041495	7.834387859	14.55117069	5.71444747	3.834201193	5.092269463	10.39732836	8.695596329
"O75882-3;O75882-2;O75882"	"O75882-3;O75882-2;O75882"	"20;20;20"	"20;20;20"	"20;20;20"	Attractin	ATRN	5.373988829	4.804885601	2.335044335	2.335793872	3.287863234	3.208692674	9.026122297	9.981406205	7.065251381	6.495955096	2.640718415	4.191767015	6.13988112	4.796817025	7.127547628	7.444280098	4.292903528	3.78241949	9.475340663	7.772872624	13.04799383	14.62132405	6.483205537	7.905401207	12.61143387	9.183581038	7.357840273	8.519735654	4.594211857	4.09993751	6.210198064	6.506447327	5.030383787	7.105606663	7.915672839	11.8391689	2.027791202	4.638298567	22.20395429	20.67073732	4.738121916	4.804337828	1.900388227	2.374855854	10.22678415	11.20456722	3.242878825	4.196065693	11.56586204	3.452762848	2.973215618	3.084720722	7.158062386	5.213680679
"A0A8V8TPN9;A0A8V8TQY5;A0A8V8TQY3;A0A8V8TQL6;A0A8V8TPT6;A0A8V8TPA2;A0A8V8TPN3;A0A8V8TP45;A0A8V8TPU1;A0A8V8TQL2;O00187-2;O00187"	"A0A8V8TPN9;A0A8V8TQY5;A0A8V8TQY3;A0A8V8TQL6;A0A8V8TPT6;A0A8V8TPA2;A0A8V8TPN3;A0A8V8TP45;A0A8V8TPU1;A0A8V8TQL2;O00187-2;O00187"	"12;12;12;12;12;12;12;12;12;12;12;12"	"12;12;12;12;12;12;12;12;12;12;12;12"	"12;12;12;12;12;12;12;12;12;12;12;12"	"Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain"	MASP2	51.76664124	71.07959501	133.2546378	139.2228067	42.41627561	39.34991916	128.886867	158.1310161	205.4320293	177.0373004	92.42699984	142.0310356	140.247446	137.0651407	10.64964968	9.088076325	32.19162053	38.49136532	127.7179375	103.9981118	149.9643554	162.0681274	48.98767856	51.98366462	125.3049861	228.9520811	42.66785102	46.06789535	31.41784792	35.5233745	81.62989078	60.03817374	40.85646156	45.7759947	115.8707871	191.5324075	56.6424531	95.99495303	63.89393165	46.31478641	101.8201213	123.7566409	25.26738163	41.247891	128.3465814	126.3718678	73.17561546	72.57955337	74.42108503	81.15598451	20.02860147	22.45630797	141.171555	78.06405474
"Q96RW7;Q96RW7-2;Q5TCP6"	"Q96RW7;Q96RW7-2;Q5TCP6"	"12;10;6"	"12;10;6"	"12;10;6"	Hemicentin-1	HMCN1	1.765029594	1.845343923	0.595124681	1.228359023	0.705651562	0.783212926	5.79489412	2.669766087	1.512833619	1.731850418	1.815456682	2.690717571	1.052213938	2.23404019	0.741622365	1.993599658	4.116231061	4.873987817	3.216850318	1.7320976	3.056219749	4.482829704	2.296048208	2.067417042	5.903200216	3.527447572	2.351122367	2.535488429	1.455827249	1.540637923	2.766287498	2.596580926	2.246582566	1.904635001	2.169829668	5.761820273	0.385445203	1.038799277	4.702908439	4.505653232	2.746348866	2.040365734	0.199196376	0.18351091	2.690156342	3.963342991	0.912290535	1.456510403	1.655530725	0.503313077	0.722415922	0.796530191	2.085696045	1.794942368
"P15924;P15924-3;P15924-2;A0A804HL18"	"P15924;P15924-3;P15924-2"	"78;67;66;3"	"78;67;66;3"	"78;67;66;3"	Desmoplakin	DSP	1.247422397	1.565480636	8.493029593	8.149217411	0.348222192	0.377032864	0.360058554	0.364906786	1.294980955	1.08711318	0.362909596	0.279770758	0.353867354	0.406245908	0.458186177	0.456442347	1.268450418	1.616184719	0.734231369	0.338567622	0.67302228	0.475033925	1.28426963	1.228222025	1.002364819	0.38740074	5.82848649	7.611993313	7.869149082	6.504629229	0.782942155	0.732128245	5.833523101	6.594503555	1.384382608	1.903393768	1.411785031	3.683965788	2.751930418	1.672878329	0.889916454	1.002681703	2.373761709	3.827411259	1.356884028	1.435176578	1.623276944	1.559559176	9.450087017	2.955159558	10.01559951	10.37774685	0.316472325	0.269825126
Q6EMK4	Q6EMK4	12	12	12	Vasorin	VASN	39.0600522	46.00161337	11.3904738	11.15917742	12.24940423	10.91053775	52.57145378	49.60422806	45.62018562	50.38997765	19.05609455	33.10155934	18.3744065	17.5155646	55.33561164	50.13364975	14.49075159	16.43653208	66.6442684	51.82918205	82.11963445	87.62861713	46.10776708	50.21002841	44.88485743	33.99781472	22.15660366	23.73708181	26.21584214	26.22825597	51.65554105	52.43367467	25.11927458	21.78967574	49.37428187	88.47517918	16.31464709	42.14389311	76.49988418	64.48537563	31.82105217	32.06626121	7.218349654	14.51411558	40.84588132	51.95804586	45.55326832	38.40603301	39.38249665	20.33257923	30.73975839	32.66377043	32.33522444	26.71751933
"P06733;A0A2R8Y6G6;P06733-2;K7EM90;A0A2R8Y879;A0A2R8YEM5;K7ERS8;P13929;P13929-2;P13929-3;A0A2R8YEG5;A0A2R8Y798;K7EKN2;E5RGZ4;A0A2R8Y6I8;K7EPM1;E5RG95;E5RI09"	"P06733;A0A2R8Y6G6;P06733-2"	"20;19;16;5;4;4;3;2;2;2;2;2;1;1;1;1;1;1"	"20;19;16;5;4;4;3;2;2;2;2;2;1;1;1;1;1;1"	"18;17;15;4;3;3;2;0;0;0;1;1;0;0;1;0;0;0"	Alpha-enolase	ENO1	14.19240254	16.73014396	61.96424163	63.6904024	5.024404663	4.10613214	17.99391667	13.73279874	10.76865455	10.6415701	6.256692894	7.670876754	12.48374932	12.53303641	34.70054904	31.65038887	9.583322699	9.265785914	22.12047732	18.4222741	19.01852796	19.83962292	22.66130943	26.24416649	14.20426228	9.368747119	32.67068137	36.21360458	14.44647917	15.34533634	15.50491072	13.07119972	28.80836427	32.94423796	10.03230302	17.80298643	5.46981965	14.96986136	78.13195409	32.55980613	12.90965007	9.824602421	7.415460492	7.068721657	24.46311828	30.25293309	18.75384608	20.98445593	63.68358267	18.35473583	28.01778678	28.70340232	38.28147036	31.29001402
"P07355;P07355-2;H0YMW4;H0YN42;H0YMU9;H0YMD0;A6NMY6;H0YL33;H0YM50;H0YNB8;H0YKS4;A0A7I2V4P4;H0YNP5;H0YMM1;H0YN28;H0YKX9;H0YMT9;H0YLV6;H0YKZ7;H0YKL9;H0YKV8;H0YMD9;H0YNA0;H0YKN4;H0YLE2"	"P07355;P07355-2;H0YMW4;H0YN42;H0YMU9;H0YMD0;A6NMY6;H0YL33;H0YM50;H0YNB8;H0YKS4"	"26;25;25;21;19;19;18;16;15;14;14;12;12;12;11;10;10;10;10;9;8;7;6;5;2"	"26;25;25;21;19;19;18;16;15;14;14;12;12;12;11;10;10;10;10;9;8;7;6;5;2"	"26;25;25;21;19;19;18;16;15;14;14;12;12;12;11;10;10;10;10;9;8;7;6;5;2"	"Annexin A2;Annexin;Putative annexin A2-like protein"	"ANXA2;ANXA2P2"	22.61197076	28.71776575	140.7790915	138.3196876	7.852584603	9.658044387	24.58969051	20.23723588	9.135965722	8.028483404	11.92097228	13.95842075	6.435104126	6.503161696	19.19191877	18.01100545	50.84406439	64.71372235	21.0851665	16.82307908	8.693723201	12.93975111	44.11497503	44.18055704	11.85086027	7.186797342	122.0071894	144.5688044	50.39584997	38.59799281	18.50682566	18.07716305	119.2057759	127.0551453	7.488950169	13.17970977	14.19281888	37.02226791	70.2011783	56.18516283	32.47648135	29.15054899	3.646614426	7.596653285	44.14193836	51.33835891	29.24279555	29.64558197	135.6987639	83.83681816	53.01915522	60.62147856	17.90215195	15.76253921
"Q96PD5;Q96PD5-2;M0R2W8;M0QYW3"	"Q96PD5;Q96PD5-2"	"18;18;3;1"	"18;18;3;1"	"17;17;3;1"	N-acetylmuramoyl-L-alanine amidase	PGLYRP2	24.68440254	27.71496779	6.116860316	4.300975456	8.194874945	8.794351649	28.13886417	29.72869941	18.59661734	18.11420333	14.34593505	24.60234965	11.84398157	10.58496105	3.009391312	3.042739505	2.98926241	3.620589713	13.58341738	10.00959633	27.96296933	27.21552334	6.817392445	7.283416167	30.55415059	17.81270408	2.518500126	2.124869535	7.159466287	6.270935142	31.1465505	34.03313741	3.492310047	3.320369206	7.489003287	11.7211786	5.628831494	14.33293534	22.77125629	12.29907227	12.7880598	14.77165624	4.310851645	5.928236524	15.34651885	20.54480908	16.82738429	19.79675957	30.40945771	9.516064919	22.87399109	26.94645358	12.98288111	9.944828659
Q8NFZ8	Q8NFZ8	10	10	10	Cell adhesion molecule 4	CADM4	13.67974551	13.48350312	4.990188048	4.623348268	5.908040587	5.562680397	20.77836376	19.78555621	14.21383486	15.6475412	8.614687722	12.09176712	13.7560886	10.13718934	21.60880921	25.42554731	16.58168926	18.93013503	25.12051891	19.93828548	20.12875086	22.1770108	12.51590282	13.53662677	47.22556717	30.18986354	16.83188536	18.20974691	12.07309181	13.73442264	11.09607325	10.74171812	14.57749716	15.85514924	17.9287713	27.57423807	6.269058534	17.85047095	77.36751052	42.47449879	23.16894201	19.54113086	0.755344206	2.175177052	29.70597452	33.50362307	13.65565468	16.04115725	17.78545531	9.512256479	16.23733158	15.6556548	10.12494496	8.338518651
"Q9BXP8;Q9BXP8-2"	Q9BXP8	"35;16"	"35;16"	"35;16"	Pappalysin-2	PAPPA2	10.18933561	11.65133735	0.677948932	0.900669526	3.144234024	2.459258944	6.798538659	7.122499051	2.742756396	2.835543455	3.701932694	6.121785288	13.43444966	14.10986738	6.453762096	6.869801589	20.34663599	20.9627497	4.998152439	3.232306931	9.583144966	10.83904986	6.491179402	7.139005477	8.597376888	6.418129897	13.47568248	16.55193096	1.215743598	1.505615472	6.845538993	6.459863186	13.72688731	14.73355589	1.050310069	1.648891874	0.431579857	0.928828236	3.964152596	2.831086233	3.042624916	3.251342375	0.094248121	0.783636316	3.399161425	5.275935849	5.505604473	6.773447079	1.411103212	0.5972677	3.901194922	4.317489928	2.96038558	2.566424686
